Trading Name,Trading Code,RIC,Mkt Cap ($M),Tot. Rev ($M),P/E,Yield (%),Sector,GTI Score,4-wk %Pr. Chg.,13-wk %Pr. Chg.,26-wk %Pr. Chg.,52-wk %Pr. Chg.,Net Profit %,ROE %,Price/CF,Debt/Equity,1-yr %Rev. Chg.,Price/Book Value
Keppel Reit,K71U,KASA.SI,3627.687,162.751,33.64,4.65,Real Estate,84.8,0.94,-13.01,-13.01,-10.08,82.35,2.34,27.06,44.75,-2.04,0.9
Khong Guan,K03,KHON.SI,41.3,54.832,,1.25,Food & Beverages,55,0,-1.84,-16.23,-19.19,-1.07,-1.13,170.5,0,-10.12,0.83
KimHeng Offshore,5G2,KIMH.SI,19.17,58.08,,,Energy - Fossil Fuels,61,-6.9,-37.21,-41.3,-49.06,-11.96,-11.93,9.4,50.57,52.6,0.84
Kimly,1D0,KIML.SI,243.135,208.299,12.06,5.33,Cyclical Consumer Services,64,0,-8.7,-14.29,-12.5,9.63,23.39,10.27,0.09,3.01,4.42
King Wan,554,KIWC.SI,27.236,74.412,26.35,,Industrial & Commercial Services,50,0,-4.88,-17.02,-21.21,1.38,1.56,14.32,27.46,-14.03,0.75
KingsmenCreative,5MZ,KMEN.SI,43.419,365.922,83.01,4.65,Industrial & Commercial Services,55,-2.27,-24.56,-52.22,-58.25,0.13,0.44,5.03,29.43,1.38,0.82
Kitchen Culture,5TI,KCHL.SI,24.392,13.533,,,Retailers,41,-37.27,81.58,70.37,,-28.4,,,,19.58,
KLW,504,KLWH.SI,16.142,25.632,,,Cyclical Consumer Products,33,50,0,-25,0,-7.87,-2.7,,6.15,-16.6,0.45
Koda,BJZ,KODA.SI,28.624,87.555,3.64,2.9,Cyclical Consumer Products,75,-4.17,-40.22,-44.08,-44.71,8.93,14.2,2.55,1.51,5.4,
Koh Bros,K75,KBRO.SI,71.394,353.712,11.67,,Industrial & Commercial Services,48,-2.98,-18.5,-24.19,-25.91,2.3,1.97,2.59,114.12,-12.37,0.31
Koh Eco,5HV,KBEE.SI,77.942,290.623,11.71,,Industrial & Commercial Services,47,-2.5,-15.22,-23.53,-2.5,2.13,5.8,3.85,52.58,-11.62,0.74
Koon,5DL,KOON.SI,11.05,89.27,,,Industrial & Commercial Services,,0,0,0,82.61,-107.88,-974.66,,125.64,-20.38,
KOP,5I1,KOPL.SI,36.563,21.671,,,Cyclical Consumer Services,60,-17.5,-17.5,-49.23,-32.65,-1.94,-0.15,12.94,34.73,26.27,0.42
Kori,5VC,KORI.SI,21.824,17.263,198.2,,Industrial & Commercial Services,67,0,-21.43,-25.42,-26.67,0.64,0.21,10.85,8.54,-33.94,0.66
Koufu,VL6,KOUF.SI,360.856,237.507,13.03,3.85,Cyclical Consumer Services,,5.69,-7.8,-15.03,-6.47,11.72,28.59,3.63,5.22,6.11,3.74
Koyo Intl,5OC,KOYO.SI,18.436,19.903,45.85,1.06,Industrial & Commercial Services,57,20.51,34.29,46.88,40.3,1.96,1.98,24.26,0.74,-16.44,0.59
KrisEnergy,SK3,KRIS.SI,45.085,179.332,,,Energy - Fossil Fuels,49,0,0,0,0,-133.45,,,2018.92,-12.62,3.54
KS Energy,578,KSTL.SI,14.51,36.257,,,Energy - Fossil Fuels,10,10,-35.29,-59.26,-31.25,-291.21,,,,-19.05,
KSH,ER0,KSHH.SI,182.315,250.524,21.71,6.88,Industrial & Commercial Services,73,8.47,-14.67,-28.09,-28.89,3.64,2.52,15.78,42.13,61.86,0.99
KTL Global,EB7,KTLG.SI,4.419,,,,Cyclical Consumer Services,23,-6.67,-39.13,-72,-70.21,,,,,,
KTMG,XCF,KTMG.SI,12.047,87.571,,,Cyclical Consumer Products,,-52.67,-40.83,-52.67,-66.98,-2.17,-12.59,86.05,130.93,,1.39
Lafe,AYB,LAFE.SI,16.467,20.856,,,Real Estate,30,0,0,0,182.61,-33.5,-12.04,,0,0.88,
Lasseters Intl,5EL,LASS.SI,5.841,41.488,,,Cyclical Consumer Services,45,0,-65.71,-65.71,,-12.2,-11.63,4.21,150,4.11,
LCT,BJL,LCTH.SI,15.867,3.32,11.38,,Technology Equipment,37,0,-13.04,-15.79,26.98,38.43,4.24,12,0,30.22,0.45
Leader Env,LS9,LETL.SI,33.329,7.888,,,Industrial & Commercial Services,35,5.88,107.69,500,,-60.02,-48.79,,90.17,-10.49,
Lendlease Reit,JYEU,LEND.SI,783.552,,,,Real Estate,,16.52,-22.09,-28.34,,,,,,,
Ley Choon,Q0X,LEYC.SI,16.587,99.139,,,Industrial & Commercial Services,71,7.69,-12.5,0,0,-6.41,-24.47,5.81,193.72,-3,0.75
LHN,41O,LHNL.SI,40.245,109.114,4.71,5,Real Estate,83,-9.09,-18.7,-22.48,-28.57,8.33,8.86,1.75,55.58,,0.69
LHT,BEI,LHTH.SI,33.278,38.12,15.06,4.8,Applied Resources,63,5.93,23.76,16.82,5.93,5.79,4.23,5.25,0.98,-11.01,0.7
Lian Beng,L03,LIBG.SI,196.011,535.314,5.03,6.08,Industrial & Commercial Services,54,-2.63,-24.49,-25.25,-22.92,8.04,5.31,3.32,87.56,31.75,0.34
Libra,5TR,LIGL.SI,7.527,93.762,,,Industrial & Commercial Services,49,0,0,0,-53.33,-17.46,-56.84,,138.2,10.61,0.77
LifeBrandz,1D3,LIFE.SI,1.223,5.556,,,Cyclical Consumer Services,19,0,-50,-60,-60,-58.44,-598.9,,3.51,29.96,2.2
Linc Energy,BRE,LINC.SI,16.341,67.088,,,Energy - Fossil Fuels,56,,,,,-481.33,-1132.84,,323.38,-41.29,1.9
Lion Asiapac,BAZ,LIAS.SI,25.953,19.131,,1.56,Mineral Resources,46,-12.33,-20,-24.71,-27.27,-0.48,-0.12,39.26,0,-35.46,0.46
LionGold,A78,LION.SI,31.706,63.355,,,Mineral Resources,38,0,0,0,0,-5.13,-13.3,8.14,117.13,-10.46,0.62
Lippo Malls Tr,D5IU,LMRT.SI,393.707,272.017,,14.56,Real Estate,70.3,-6.21,-35.24,-43.33,-36.74,-2.32,-1.96,708.11,60.56,10.09,0.51
Lonza,O6Z,LONN.S,35112.016,5920,46.15,0.58,,,11.89,23.3,38.84,52.1,12.89,11.99,,65.33,12.57,3.03
Lorenzo Intl,5IE,LRZI.SI,6.991,30.006,,,Retailers,21,,,,,-16.55,,,,3.27,
Low Keng Huat,F1E,LKH.SI,291.832,46.71,22.83,3.8,Industrial & Commercial Services,51,1.28,-1.25,-7.06,-27.52,26.11,1.95,18.87,74.83,-72.75,0.65
Lum Chang,L19,LUCS.SI,115.509,337.94,4.34,6,Industrial & Commercial Services,64,-4.76,-15.49,-10.45,-10.45,9.14,10.61,3.36,93.85,45.34,0.53
Lung Kee Bermuda,L09,0255.HK,1351.789,2277.883,9.05,10.28,Industrial Goods,,-4.46,-13.01,-18.32,-32.7,6.56,6.98,4.18,0,-11.73,1
Luxking,BKK,LUKG.SI,4.681,80.684,,,Chemicals,51,0,0,-5.13,,-14.51,-43.93,,77.74,-12.52,0.21
Luzhou Bio-Chem,L46,LUZH.SI,4.752,405.104,,,Food & Beverages,44,-27.27,-46.67,-55.56,33.33,-4.33,,,15151.12,-8.13,
LY Corp,1H8,LYCO.SI,87.068,80.142,86.4,2.3,Cyclical Consumer Products,,2.89,-8.25,-10.1,-13.17,0.67,1.38,26.71,1.5,-6.57,1.65
M Development,N14,MDVT.SI,4.003,0.006,,,Mineral Resources,25,,,,,24816.67,29.72,2.62,1.85,-99.69,
Magnus Energy,41S,MAGN.SI,12.633,15.907,,,Energy - Fossil Fuels,52,0,0,0,0,-115.13,-122.57,,0,-16.07,0.54
Man Oriental USD,M04,MOIL.SI,1819.034,566.5,,2.08,Cyclical Consumer Services,,2.86,-12.2,-19.1,-24.21,-9.81,-2.08,50.11,56.68,-7.69,2.09
Manhattan Res,L02,MANH.SI,56.744,13.543,,,Transportation,30,90,-17.39,-48.65,-5,-220.9,-35.71,,21.34,-51.89,0.29
ManulifeReit USD,BTOU,MANU.SI,1305.971,177.853,24.72,7.17,Real Estate,74.7,14.48,-14.43,-13.99,-2.63,26.74,4.1,,62.71,23.04,0.93
Mapletree Com Tr,N2IU,MACT.SI,6625.505,482.825,10.92,3.31,Real Estate,82,2.04,-4.76,-15.25,5.12,112.48,10.44,12.2,50.91,8.77,1.18
Mapletree Ind Tr,ME8U,MAPI.SI,5988.08,405.858,15.84,3.77,Real Estate,84.5,6.67,1.49,8.37,30.14,90.46,11.11,16.31,45.83,7.91,1.39
Mapletree Log Tr,M44U,MAPL.SI,7799.214,490.777,20.23,,Real Estate,85.9,13.89,10.81,21.3,39.46,80.55,7.8,19.58,64.22,8.04,1.13
Mapletree NAC Tr,RW0U,MAPE.SI,2807.794,354.478,21.51,8.53,Real Estate,85.8,-11.64,-24.09,-29.24,-37.22,35.06,2.66,22.37,62.54,-13.26,0.91
MarcoPolo Marine,5LY,MAPM.SI,45.849,30.181,,,Transportation,42,0,-35,-27.78,-23.53,-12.81,-3.48,12.85,0.14,13.65,0.87
Maruwa Yen1k,M12,5344.T,101697.844,41231.43,17.2,0.63,Technology Equipment,,7.87,19.65,9.02,62.77,14.29,10.3,12.3,0,0.09,1.17
Mary Chia,5OX,MARY.SI,18.065,9.362,,,Personal & Household Products & Services,46,0,0,26.67,163.89,-42.77,,,,9.64,
Matex Intl,M15,MATE.SI,3.743,38.303,,,Chemicals,63,-30,0,27.27,16.67,-23.47,-27.76,,35.73,-11.63,0.12
Maxi-Cash Fin,5UF,MAXI.SI,132.512,218.478,8.93,10.55,Retailers,69,-0.78,-7.25,-5.19,2.4,6.84,10.67,5,217.17,7.28,1
MDR,A27,MDRT.SI,90.708,285.691,,4.65,Retailers,86,0,0,0,0,0.36,0.73,13.27,11.8,7.86,1
Medinex,OTX,MEDN.SI,26.242,10.523,27.66,9.45,Industrial & Commercial Services,,0,-20,-20,-25.93,12.16,10.04,16.78,0.32,64.66,
Medtecs Intl,546,MTCS.SI,140.1,97.761,85.27,,Healthcare Services,52,133.94,174.19,628.57,920,1.69,1.85,14.4,65.48,0.99,0.17
MegaChem,5DS,MEGA.SI,35.991,113.785,9.36,4.81,Chemicals,75,-15.63,-16.92,-15.63,-18.18,3.5,7.94,6.91,41.39,-3.47,
MeGroup,SJY,MEGR.SI,16.972,88.694,110.85,,Automobiles & Auto Parts,,18.33,-21.11,-36.15,-24.69,0.35,1.92,11.24,69.95,30.33,
Memiontec,SYM,MEMI.SI,50.659,,,0.5,Utilities,,-4.17,,,,,,,,,
Memories,1H4,MEMO.SI,19.083,13.833,,,Cyclical Consumer Services,,15.15,-60,-60,-48.65,-125.92,-22.48,,27.22,,0.38
Memstar Tech,5MS,MEMS.SI,3.289,0,,,Chemicals,32,,,,,,,,,,
Mencast,5NF,MCHL.SI,11.162,60.709,2.04,,Energy - Fossil Fuels,58,62.5,0,-72.92,-72.04,8.49,22.75,0.64,627.22,-7.57,1.6
Mercurius,5RF,MERC.SI,31.912,0,,,Cyclical Consumer Products,36,-40.48,-35.9,-47.92,-19.35,,-51.44,,0,,66.8
Mermaid Maritime,DU4,MMPC.SI,113.066,145.014,,,Energy - Fossil Fuels,72,35.59,-15.79,-12.09,12.68,-29.28,-10.15,,20.86,-0.24,0.25
Metal Component,5DX,META.SI,9.353,45.46,46.3,,Mineral Resources,47,19.05,-3.85,-26.47,47.06,0.44,1.26,2.82,66.86,-2.98,0.74
Metech Intl,V3M,METE.SI,16.406,67.284,,,Industrial & Commercial Services,55,5.81,17.14,3.14,38.98,-3.13,-80.3,,112.83,-6.65,3.7
Metro,M01,MTHL.SI,607.031,224.188,7.27,2.74,Retailers,68,3.55,-14.12,-22.34,-27.03,37.5,5.65,6.56,7.02,49.31,0.62
Mewah Intl,MV4,MEWI.SI,300.133,3992.896,18.18,2.3,Food & Beverages,63,0,-11.11,-13.04,-24.53,0.41,2.24,6.42,86.78,-4.4,0.53
MFG Integration,M11,MITD.SI,20.41,9.823,,221.18,Technology Equipment,58,4.94,-3.41,0,-29.69,-101.15,-30.55,,15.91,-47.49,0.96
Micro-Mechanics,5DD,MMEC.SI,240.525,61.766,17.92,5.78,Industrial Goods,101,-1.14,4.22,-3.89,13.68,21.72,24.19,11.97,3.91,-0.5,4.22
Midas,5EN,MIDA.SI,381.71,,,,Mineral Resources,9,,,,,,,,,,
MindChamps,CNE,MIND.SI,74.896,53.89,10.81,,Personal & Household Products & Services,65,-7.46,-21.52,-40.38,-52.31,12.89,11.21,4.67,34.45,45.81,2.03
Mirach Energy,AWO,MIEL.SI,32.426,4.868,,,Food & Beverages,41,-6.67,94.44,-30,-33.33,0.32,-24.83,146.66,0,-7.44,146.46
Miyoshi,M03,MIYO.SI,16.542,53.984,,7.41,Technology Equipment,87,3.85,-3.57,-18.18,-37.21,-12.02,-10,,12.58,3.64,0.39
MM2 Asia,1B0,MM2A.SI,198.84,269.705,11.47,,Cyclical Consumer Services,70,-3.93,-22.27,-38.93,-28.75,9.98,8.04,3.86,102.05,7.91,2.15
MMP Resources,F3V,MMPR.SI,11.718,0.163,,,Industrial & Commercial Services,55,25,66.67,25,25,-1614.11,,,,-21.63,
MoneyMax Fin,5WJ,MFSL.SI,51.655,182.242,6.08,3.42,Retailers,57,0.69,-2.67,-5.81,14.06,5.25,11.26,2.42,234.82,24.39,0.74
Moya Asia,5WE,MOYA.SI,264.826,205.786,15.95,,Industrial & Commercial Services,58,8.62,-13.7,-5.97,-18.18,8.24,5.99,5.11,97.95,8.71,1.09
MS Hldgs,40U,MSHO.SI,11.439,15.071,26.24,,Industrial & Commercial Services,63,0,23.21,15,-4.17,2.79,1.62,2.98,118.86,27.86,0.38
MSC,NPW,MSCB.KL,280,983.567,8.36,2.86,Mineral Resources,,2.19,-11.95,-13.58,-22.65,3.4,9.3,5.44,84.2,-23.21,0.8
MSM Intl,5QR,MSML.SI,2.951,16.561,,,Industrial Goods,66,0,-20,3.7,,-2.7,-2.78,2.89,111.1,,0.41
MTQ,M05,MTLS.SI,47.593,74.302,6.86,,Energy - Fossil Fuels,88,4.76,-24.14,-8.33,15.18,9.07,10.17,4.21,59.61,-0.09,
Multi-Chem,AWZ,MCHE.SI,78.383,455.795,10,5.06,Technology Equipment,71,3.57,3.57,11.54,24.29,2.14,7.71,6.26,20.48,5.67,0.7
Mun Siong Engg,MF6,MSEL.SI,22.099,70.541,44.71,0.79,Industrial & Commercial Services,69,5.56,-19.15,-9.52,-5,0.71,0.9,5.88,0.18,12.19,
Murata Yen1k,PJX,,,,,,,,,,,,,,,,,
MYP,F86,MYPL.SI,103.51,22.118,,,Real Estate,57,6.56,-35,-38.1,-35.64,-3.38,-0.21,,128.3,-15.54,0.81
Nam Cheong,N4E,NMCG.SI,29.117,103.192,,,Industrial Goods,75,0,-33.33,-42.86,-50,-15.5,,,,-9.88,
Nam Lee Metal,G0I,NLPM.SI,74.342,143.655,7.55,4.92,Cyclical Consumer Products,67,0,-10.29,-18.64,-15.29,6.83,6.87,5.56,1.31,-8.41,0.63
Natural Cool,5IF,NCHL.SI,6.011,143.654,,,Industrial & Commercial Services,39,-27.27,-55.56,-55.56,-56.36,-1.83,-9.92,1.52,113.84,5.12,
NauticAWT,42D,NAUT.SI,20.649,8.743,,,Energy - Fossil Fuels,47,188.89,333.33,160,0,-2.54,,22.27,,-18.47,
Neo,5UJ,NEOG.SI,53.046,192.808,5.47,1.39,Cyclical Consumer Services,69,-5.26,-18.18,-14.29,-19.1,5.28,24.75,2.15,247.55,8.5,1.83
NeraTel,N01,NERA.SI,71.656,144.386,18.18,5.05,Technology Equipment,85,8.79,-23.85,-25.28,-29.29,2.73,6.05,12.44,8.25,-13.81,1.47
Net Pacific Fin,5QY,NPFH.SI,11.564,0.691,,,Banking & Investment Services,65,15.79,4.76,-4.35,-15.38,-275.46,-9.23,,0,1.45,0.76
NetLink NBN Tr,CJLU,NETL.SI,4013.88,365.613,46.86,4.9,Telecommunications Services,73.3,3,5.1,10.16,24.1,23.43,2.9,15.9,21.08,5.63,0.99
New Silkroutes,BMT,NEWS.SI,40.051,671.671,49.39,,Healthcare Services,73,-5.03,-14.09,-19.57,-27.31,0.37,1.2,6.37,63.7,-26.25,1.04
New Toyo,N08,NTYO.SI,56.246,302.015,,11.72,Applied Resources,70,-5.19,-14.67,-16.34,-34.36,-4.05,-6.88,6.16,40.86,11.31,0.61
